sgt_uniqueid,sgt_rank,sgt_dept,sgt_suprank,sgt_supdept,sup_uniqueid,sgt_deptid,sgt_male,sgt_white,sgt_tenure,sgt_politics,sgt_education,sgt_age,sgt_socialdominance1,sgt_socialdominance2,sgt_socialdominance3,sgt_socialdominance4,sgt_socialdominance5,sgt_socialdominance6,sgt_socialdominance7,sgt_selfevaluation1,sgt_selfevaluation2,sgt_selfevaluation3,sgt_selfevaluation4,sgt_selfevaluation5,sgt_selfevaluation6,sgt_selfevaluation7,sgt_selfevaluation8,sgt_selfevaluation9,sgt_selfevaluation10,sgt_selfevaluation11,sgt_selfevaluation12,sgt_fto_intfair1,sgt_fto_intfair2,sgt_fto_intfair3,sgt_fto_intfair4,sgt_fto_intfar5,sgt_fto_intfair6,sgt_fto_understoodneeds,sgt_ftogender,sgt_ftowhite,sgt_orgfair1,sgt_orgfair2,sgt_orgfair3,sgt_orgfair4,sgt_orgfair5,sgt_servlead1,sgt_servlead2,sgt_servlead3,sgt_servlead4,sgt_servlead5,sgt_servlead6,sgt_servlead7,sgt_psm5,sgt_occid2,sgt_psm1,sgt_occid1,sgt_occid3,sgt_psm2,sgt_occid4,sgt_psm4,sgt_psm3,sgt_supethguid1,sgt_supethguid2,sgt_supethguid3,sgt_supethguid4,sgt_supethguid5,sgt_strenuousexerciseweekly,sgt_moderateexerciseweekly,sgt_mildexerciseweekly,sgt_intfair1,sgt_intfair2,sgt_intfair3,sgt_intfair4,sgt_intfair5,sgt_intfair6,sgt_diversityclimate1,sgt_diversityclimate2,sgt_diversityclimate3,sgt_diversityclimate4,sgt_diversityclimate5,sgt_leaderintegrity1,sgt_leaderintegrity2,sgt_leaderintegrity3,sgt_leaderintegrity4,sgt_commdiversity1,sgt_commdiversity2,sgt_commdiversity3,sgt_commdiversity4,sgt_commdiversity5,sgt_monitored1,sgt_monitored2,sgt_monitored3,sgt_monitored4,sgt_monitored5,sgt_contactpressure,sgt_arrestpressure,sgt_policeasproblem,sgt_publicagree,sgt_publictruth,sgt_publichideinfo,sgt_homesafe,sgt_familyconcern,sgt_physicalharm,sgt_legalliability,sgt_verbalconfrontation,sgt_not applicable,sgt_morale_1,sgt_morale_2,sgt_morale_3,sgt_morale_4,sgt_morale_5,sgt_morale_6,sgt_proc_polic_5,sgt_empower_1,sgt_org_id_1,sgt_empower_2,sgt_comm_citizen_1,sgt_org_id_2,sgt_sgt_effective,sgt_empower_12,sgt_unit_politics_4,sgt_report_force_1,sgt_empower_3,sgt_felt_account_4,sgt_work_helps_comm_2,sgt_lt_effective,sgt_unit_politics_1,sgt_rule_bend_1,sgt_work_helps_comm_1,sgt_proc_polic_2,sgt_force_policy_2,sgt_empower_11,sgt_proc_polic_1,sgt_sgt_incivil_1,sgt_sgt_incivil_2,sgt_sgt_incivil_4,sgt_comm_citizen_3,sgt_empower_7,sgt_report_force_2,sgt_rule_bend_2,sgt_org_id_4,sgt_force_policy_1,sgt_force_policy_3,sgt_sgt_care_wellbeing,sgt_sgt_fail_to_notice,sgt_sgt_proud_mywork,sgt_lt_care_wellbeing,sgt_lt_fail_to_notice,sgt_lt_proud_mywork,sgt_lt_incivil_1,sgt_lt_incivil_2,sgt_lt_incivil_4,sgt_empower_4,sgt_rule_bend_3,sgt_proc_polic_3,sgt_rule_bend_4,sgt_comm_citizen_2,sgt_observed_excluded,sgt_observed_discrimated,sgt_you_excluded,sgt_you_discrimated,sgt_empower_9,sgt_different_myvisible_1,sgt_org_id_3,sgt_different_myvalues_2,sgt_empower_10,sgt_different_myeducation_3,sgt_proc_polic_4,sgt_career_regret,sgt_career_recommend,sgt_career_satisfaction,sgt_unit_listen,sgt_unit_reliable,sgt_burnout_1,sgt_felt_account_1,sgt_unit_politics_2,sgt_comm_citizen_4,sgt_felt_account_2,sgt_felt_account_3,sgt_woman_handle_duties,sgt_woman_not_suitable,sgt_woman_just_as_good,sgt_female_employee_preferential,sgt_minority_employee_preferential
1339_345_25,Sergeant,D1Investigations,Staff Lieutenant,OFFICE INVESTIGATIVE SERVS,3372_445_170,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,3,4,5,5,3,4,7,4,2,4,4,3,4,7,2,3,4,5,3,4,5,2,1,2,3,4,3,3,4,1,3,3,2,4,NA,2,4,1,1,2,5,4,2,3,4,0,0,0,0,3,2,3,3,4,3,3,2,2,37,17,17,3,5,1,2,2,2,3,2,4,2,2
1361_408_26,Sergeant,D1Post2Lima,Lieutenant,D1 Post 2 Lima,1351_325_26,26,1,0,13,1,2,34,5,3,3,3,4,5,2,5,2,4,2,4,2,5,2,5,2,5,1,5,4,4,5,5,5,5,2,473,1,2,2,3,2,3,3,3,3,4,3,5,4,5,5,5,5,5,4,5,5,4,4,5,5,4,4,0,1,3,4,4,4,4,5,5,1,5,5,5,4,4,4,4,3,2,3,3,3,4,5,4,5,4,3,3,4,2,3,3,5,5,2,4,3,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348_408_26,Sergeant,D1Post2Lima,Lieutenant,D1 Post 2 Lima,1351_325_26,26,1,1,16,2,2,37,4,4,4,4,2,2,5,5,3,4,2,4,2,4,1,5,2,5,1,4,4,4,4,4,4,4,2,473,2,2,4,4,2,2,2,2,1,1,1,4,4,2,5,5,3,5,4,5,5,2,2,2,2,2,2,4,1,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,5,5,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1347_408_26,Sergeant,D1Post2Lima,Lieutenant,D1 Post 2 Lima,1351_325_26,26,1,1,10,1,2,41,1,1,5,3,5,5,1,5,1,5,1,5,2,5,1,4,2,5,1,5,5,5,5,5,5,5,2,474,1,2,2,2,2,4,3,3,4,4,4,4,4,5,5,3,4,4,4,4,4,3,3,4,4,3,3,0,0,4,4,4,4,4,4,5,1,5,3,3,4,4,4,4,4,2,3,3,3,5,5,5,5,5,3,3,4,3,2,4,1,2,3,3,2,328,3,3,3,4,2,4,4,5,3,4,4,5,8,5,2,4,4,4,4,2,2,2,4,5,2,4,5,1,1,2,3,4,5,2,4,4,2,4,2,4,3,3,3,1,1,1,4,2,1,2,4,0,0,0,0,5,2,2,3,5,3,4,1,1,36,17,17,3,4,2,3,2,2,5,1,5,5,5
1369_312_27,Sergeant,D1Post20Defiance,Lieutenant,D1 Post 20 Defiance,1367_555_27,27,1,0,24,2,2,44,2,1,5,4,2,2,4,4,3,4,3,4,4,4,2,4,2,4,4,3,2,2,3,2,2,1,2,473,1,2,2,2,4,2,5,4,2,5,5,5,4,2,5,5,5,2,2,4,5,2,2,2,5,4,6,NA,NA,3,3,3,3,3,5,5,2,5,4,5,3,3,3,3,5,4,4,2,3,4,4,4,4,3,4,4,4,2,3,2,3,2,2,2,3,311,3,3,4,4,2,4,4,5,3,4,4,3,7,5,2,5,4,4,4,5,4,2,4,5,3,4,3,1,1,3,4,5,4,3,4,2,3,2,2,3,2,5,1,1,1,5,4,3,1,1,4,0,0,0,1,4,5,3,3,5,5,4,1,5,38,14,15,3,5,4,3,2,4,5,2,5,1,1
1370_312_27,Sergeant,D1Post20Defiance,Lieutenant,D1 Post 20 Defiance,1367_555_27,27,1,1,22,1,2,43,2,2,4,4,4,3,4,4,4,4,2,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,474,2,2,2,4,2,1,4,2,1,1,4,3,4,4,5,3,4,5,4,5,4,1,1,3,2,3,0,0,0,1,2,1,1,1,1,1,1,4,4,4,2,2,2,2,4,2,4,4,3,2,2,2,2,1,5,5,4,4,4,3,2,2,3,3,3,278,2,2,2,3,2,2,5,4,4,3,4,4,1,4,4,5,3,3,3,7,4,2,4,4,2,2,4,3,3,3,3,4,4,2,4,1,2,2,3,2,4,2,4,1,1,1,2,2,2,2,4,0,0,0,0,2,2,4,4,4,2,4,2,2,36,15,15,5,2,4,3,3,2,3,3,3,3,3
1380_312_27,Sergeant,D1Post20Defiance,Lieutenant,D1 Post 20 Defiance,1367_555_27,27,1,1,23,1,3,48,4,1,1,3,1,2,2,5,1,5,1,5,3,5,1,5,5,1,1,2,1,1,5,1,5,5,2,473,1,1,1,1,1,1,5,1,1,3,5,1,5,5,5,3,1,5,3,5,5,1,3,3,3,3,6,4,7,1,2,1,2,1,3,5,1,3,3,5,4,4,4,4,1,4,1,1,1,5,5,5,1,1,5,5,2,5,5,1,3,3,2,4,4,289,5,5,4,5,3,4,4,5,3,5,1,4,4,5,3,4,5,4,4,3,3,2,5,4,4,4,4,3,3,3,1,3,3,2,4,1,1,4,2,4,4,1,4,1,1,1,4,2,2,2,2,0,1,0,0,4,5,4,1,4,5,3,2,1,37,14,17,4,1,4,1,5,4,1,4,1,5,5
1374_312_27,Sergeant,D1Post20Defiance,Lieutenant,D1 Post 20 Defiance,1367_555_27,27,1,1,29,1,1,51,2,2,4,4,2,2,4,4,4,4,2,4,NA,4,3,4,3,4,3,3,2,3,4,2,2,3,2,473,2,4,4,4,4,2,4,3,2,2,3,3,4,4,4,3,5,4,3,4,3,1,2,3,3,3,NA,NA,NA,1,3,3,3,2,2,4,1,4,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,5,5,5,2,4,3,5,4,3,5,3,285,3,3,3,4,3,2,4,4,3,4,4,5,1,4,2,5,4,4,4,5,3,2,4,4,3,2,5,2,2,3,3,4,4,3,4,3,3,3,3,2,3,3,3,1,2,2,3,2,3,2,3,1,0,0,0,4,3,4,4,4,3,4,4,2,37,15,15,3,4,3,4,4,3,3,3,3,4,4
1389_357_28,Sergeant,D1Post32Findlay,Lieutenant,D1 Post 32 Findlay,1387_325_28,28,1,1,17,1,4,42,4,1,4,4,3,3,3,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,NA,NA,NA,NA,2,473,2,2,2,4,2,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,2,2,3,4,2,5,5,5,3,4,4,4,4,4,5,1,5,5,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,3,4,2,3,4,2,4,4,337,3,4,3,3,4,3,4,4,3,4,4,4,6,4,4,5,4,5,4,6,4,2,4,5,2,4,5,2,2,2,4,4,4,4,4,1,2,2,4,4,2,4,4,1,1,2,4,4,1,2,4,1,1,1,1,2,2,4,4,4,4,4,4,4,38,16,15,2,4,4,4,4,4,4,2,4,5,5
1384_357_28,Sergeant,D1Post32Findlay,Lieutenant,D1 Post 32 Findlay,1387_325_28,28,1,1,22,1,3,44,4,4,4,2,4,5,2,4,4,5,3,4,4,4,1,4,2,4,3,5,4,5,5,5,5,5,2,473,2,4,1,2,2,2,2,2,1,4,2,5,2,4,5,5,3,4,4,5,4,3,2,4,4,4,2,2,1,2,5,5,5,4,5,5,1,4,4,3,4,4,4,4,4,2,2,5,4,4,4,3,3,1,5,4,5,4,4,3,4,4,3,4,4,341,2,2,3,5,2,3,5,5,4,5,5,4,7,5,3,5,2,4,4,5,2,2,4,5,2,3,5,3,2,2,3,5,4,3,4,1,2,2,4,2,1,5,1,3,4,4,4,3,1,4,3,0,0,0,0,4,2,4,2,4,4,5,5,5,38,15,16,4,4,4,2,2,4,4,2,5,4,4
1397_357_28,Sergeant,D1Post32Findlay,Lieutenant,D1 Post 32 Findlay,1387_325_28,28,1,1,13,1,2,45,1,1,5,5,3,1,4,2,4,4,4,5,4,1,2,4,2,5,4,3,1,1,4,2,1,2,2,474,5,2,4,5,3,2,2,3,2,4,4,5,4,3,3,2,3,5,2,4,5,4,4,5,5,4,3,0,2,4,5,4,5,5,5,5,1,3,5,3,4,4,4,4,2,4,2,2,1,4,5,4,4,3,3,3,4,3,3,3,2,3,3,3,3,310,2,4,3,4,3,3,4,5,4,5,3,3,8,5,4,5,4,3,4,3,3,1,5,5,1,5,5,1,1,2,4,4,5,1,5,1,2,4,1,4,2,3,3,3,1,2,5,1,1,1,5,0,0,0,0,5,2,5,4,5,4,5,5,5,38,16,15,3,4,2,1,3,1,4,1,5,4,4
1410_550_29,Sergeant,D1Post48Toledo,Lieutenant,D1 Post 48 Toledo,1421_555_29,29,1,0,18,4,3,42,3,1,1,1,1,1,4,4,4,4,2,5,2,4,1,5,5,4,2,2,2,2,2,2,2,2,2,473,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,4,1,1,1,1,1,5,3,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,4,3,4,4,4,1,4,3,4,4,5,5,2,5,4,2,5,4,5,5,5,250,2,4,2,5,2,4,5,5,4,4,4,4,3,4,4,5,1,5,4,1,2,2,4,4,2,4,4,3,2,2,4,4,4,2,4,2,3,3,3,3,1,5,1,3,4,5,4,3,2,2,4,1,1,1,1,4,5,4,3,4,2,3,3,2,36,15,16,4,5,4,3,4,4,4,2,4,1,1
1403_550_29,Sergeant,D1Post48Toledo,Lieutenant,D1 Post 48 Toledo,1421_555_29,29,1,1,16,1,2,37,1,1,5,5,1,3,3,1,4,4,1,5,4,4,1,5,5,5,4,2,2,1,3,2,1,1,2,473,1,1,1,2,1,2,2,1,1,1,2,2,3,3,4,2,4,5,3,5,5,1,1,1,1,1,7,7,7,2,2,2,3,1,1,5,1,5,5,5,2,2,2,2,5,1,5,5,2,5,5,5,5,2,5,5,2,4,4,4,2,4,2,5,4,293,2,2,2,5,2,4,4,5,5,4,5,5,4,5,5,5,3,4,3,2,5,2,4,5,2,4,5,3,4,4,5,5,4,2,2,3,1,2,4,2,1,4,1,3,3,3,4,2,1,1,4,0,0,0,0,5,4,2,5,5,1,5,3,3,36,17,16,4,5,4,5,5,5,5,1,5,4,4
1417_550_29,Sergeant,D1Post48Toledo,Lieutenant,D1 Post 48 Toledo,1421_555_29,29,1,1,19,1,2,38,2,2,4,4,3,3,3,4,1,4,1,4,3,5,2,4,1,4,1,4,4,4,4,4,4,4,2,474,2,2,4,3,3,4,3,4,3,5,4,4,4,5,5,5,4,5,3,4,3,2,2,3,3,3,0,5,2,4,4,4,5,3,5,5,1,5,3,3,3,3,3,5,5,2,4,3,3,5,5,5,5,5,4,4,4,3,2,4,5,4,3,3,2,334,2,4,3,4,3,5,5,5,3,5,4,3,9,5,3,5,3,4,4,3,2,3,4,5,3,4,5,1,1,1,3,4,4,4,4,3,2,4,1,4,2,5,2,2,1,3,4,3,1,3,4,0,0,0,0,5,3,4,3,4,2,5,3,2,36,16,16,2,5,3,2,3,4,5,1,5,3,3
1427_550_29,Sergeant,D1Post48Toledo,Lieutenant,D1 Post 48 Toledo,1421_555_29,29,1,1,20,1,3,42,5,1,5,5,4,4,1,5,4,3,5,4,5,5,1,5,1,5,3,NA,NA,NA,NA,NA,NA,NA,2,473,1,5,5,5,2,5,2,5,4,5,4,4,2,5,5,1,5,5,2,5,2,4,4,4,4,4,4,1,NA,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442_405_30,Sergeant,D1Post81VanWert,Lieutenant,D1 Post 81 Van Wert,1438_555_30,30,1,1,12,1,2,45,2,1,2,4,2,2,4,3,4,4,4,2,4,3,4,4,5,4,4,4,4,4,4,4,4,4,2,473,2,3,2,3,3,2,3,1,2,1,2,3,4,4,5,5,4,4,3,4,5,2,2,2,3,2,0,0,0,1,2,3,3,2,1,4,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,3,4,3,4,2,2,2,3,4,3,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1446_405_30,Sergeant,D1Post81VanWert,Lieutenant,D1 Post 81 Van Wert,1438_555_30,30,1,1,18,2,3,38,1,1,5,4,2,1,5,5,1,5,2,4,4,5,1,5,2,5,1,5,3,4,4,4,5,4,2,473,2,5,4,5,4,3,4,4,4,5,4,5,5,5,5,5,5,5,3,5,5,2,3,5,5,5,NA,1,4,3,4,5,5,5,4,5,1,5,4,5,4,4,4,4,3,2,3,3,3,4,5,5,5,4,2,2,4,2,3,3,3,2,3,3,3,358,4,4,4,5,3,3,4,5,5,5,3,4,7,5,1,5,4,4,5,7,1,2,5,5,1,4,5,1,1,1,4,4,5,2,5,1,1,5,1,4,5,2,4,1,1,1,4,2,1,2,5,0,0,0,0,5,2,5,3,5,2,5,5,5,39,17,16,2,5,2,4,3,2,5,1,5,4,4
1437_405_30,Sergeant,D1Post81VanWert,Lieutenant,D1 Post 81 Van Wert,1438_555_30,30,1,1,20,1,2,43,3,4,3,3,4,2,2,4,4,4,2,4,2,4,2,4,2,4,2,3,2,2,4,4,3,3,2,473,2,4,3,4,2,2,4,4,2,4,4,3,4,4,4,2,4,4,4,3,3,1,2,4,4,4,0,0,4,3,3,3,3,3,3,4,2,4,2,3,3,3,3,3,4,2,4,4,4,4,4,4,4,4,5,5,4,2,3,3,2,4,5,4,4,303,3,4,3,3,2,3,4,5,4,4,2,5,5,4,3,5,4,4,4,4,2,1,4,5,2,5,5,1,1,3,3,4,4,3,4,1,2,4,4,4,3,3,3,1,1,2,4,2,2,2,4,0,0,0,0,2,2,4,2,4,2,4,4,4,38,15,15,3,4,2,3,2,2,4,2,4,4,4
1434_405_30,Sergeant,D1Post81VanWert,Lieutenant,D1 Post 81 Van Wert,1438_555_30,30,1,1,16,1,2,37,4,3,3,4,4,4,3,4,3,4,3,4,2,4,2,4,2,4,2,4,3,4,4,4,4,4,2,473,3,5,3,4,4,3,4,4,4,4,4,5,3,5,5,5,5,5,5,5,4,2,3,4,5,4,0,0,0,3,4,4,4,4,4,5,1,5,4,5,5,5,5,5,4,1,4,4,3,3,4,3,4,4,4,3,5,4,3,4,3,3,3,3,4,352,3,3,3,3,3,3,4,5,3,4,4,4,7,4,4,5,4,4,4,7,2,2,4,5,3,5,5,1,1,2,4,4,5,3,4,3,3,4,2,4,4,2,4,1,1,1,4,2,1,2,4,0,0,0,0,4,3,3,2,4,3,4,4,4,38,16,16,2,4,2,3,2,2,4,2,4,3,3
1457_335_31,Sergeant,D1Post87BowlingGreen,Lieutenant,D1 Post 87 Bowling Green,1452_325_31,31,1,0,15,1,4,37,4,4,3,2,4,4,2,4,1,4,1,4,2,5,1,4,3,4,2,5,5,5,5,5,5,5,2,473,1,1,1,1,1,2,4,2,1,3,4,3,3,4,5,5,4,4,3,4,5,2,2,4,4,4,5,3,7,2,3,4,3,2,2,5,1,5,3,4,5,5,5,5,5,1,4,3,3,3,3,4,3,2,5,5,4,3,4,4,1,4,5,5,5,335,2,2,3,4,2,4,5,5,5,4,2,5,4,5,5,5,1,4,4,4,5,1,4,5,2,2,5,4,3,3,3,2,5,1,5,2,2,3,3,3,4,3,4,1,1,1,3,1,1,1,5,0,0,0,0,3,3,5,1,4,2,5,2,1,36,15,15,4,4,5,1,3,5,5,1,5,5,5
1456_335_31,Sergeant,D1Post87BowlingGreen,Lieutenant,D1 Post 87 Bowling Green,1452_325_31,31,1,1,13,1,2,36,4,2,4,4,3,3,3,4,3,4,2,4,2,4,3,4,2,4,3,4,4,3,4,3,3,3,2,473,3,4,4,4,4,4,3,3,4,5,3,4,4,4,4,5,5,4,5,5,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,1,3,3,3,4,4,4,4,3,2,4,4,4,3,5,4,4,3,3,3,4,2,4,2,2,3,2,4,4,342,3,3,3,4,3,3,4,4,3,4,3,5,8,5,3,4,3,2,4,5,3,3,4,4,4,4,5,1,1,1,3,4,5,2,5,3,3,4,1,5,3,3,3,1,1,2,3,3,2,2,3,0,0,0,0,4,2,4,3,4,2,4,4,4,38,16,16,2,4,3,3,3,3,3,4,3,3,3
1455_335_31,Sergeant,D1Post87BowlingGreen,Lieutenant,D1 Post 87 Bowling Green,1452_325_31,31,1,1,18,1,4,42,4,5,2,4,4,4,4,4,3,4,3,3,4,4,2,3,2,4,2,4,4,4,4,4,4,4,2,473,1,1,3,2,3,4,4,4,5,4,5,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,2,2,0,4,5,5,5,5,5,5,1,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,3,3,4,3,4,3,4,5,2,3,3,349,3,3,2,3,2,3,4,4,4,3,2,4,7,4,2,5,1,4,2,2,2,2,2,4,2,4,4,2,1,2,2,3,5,2,4,2,2,1,1,5,4,3,4,3,2,3,4,2,2,2,3,0,0,0,1,3,2,4,4,4,2,4,3,3,36,16,15,3,4,3,2,4,3,3,2,4,4,4
1472_387_32,Sergeant,D1Post89Swanton,Lieutenant,D1 Post 89 Swanton,1475_555_32,32,1,0,27,1,2,45,2,1,2,3,3,3,4,4,1,4,2,4,1,4,1,5,2,4,2,4,4,2,5,5,5,5,2,474,3,4,2,4,4,3,4,4,3,4,4,5,4,4,5,4,2,3,2,4,4,3,3,4,4,3,3,3,5,3,4,4,4,4,4,4,1,5,4,3,4,4,5,5,4,2,3,3,3,4,5,4,5,4,3,2,4,1,4,2,2,3,2,5,4,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487_387_32,Sergeant,D1Post89Swanton,Lieutenant,D1 Post 89 Swanton,1475_555_32,32,1,1,15,1,2,43,2,2,4,5,2,4,4,4,3,4,2,4,4,4,2,4,2,4,2,4,4,4,4,4,4,4,2,473,2,2,2,2,2,3,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,3,5,3,4,4,3,3,4,4,2,4,4,4,4,3,3,3,4,2,4,4,4,4,4,4,4,4,5,5,4,3,4,3,5,5,2,4,3,333,3,3,4,4,2,1,3,4,4,4,2,5,7,4,3,5,3,4,3,7,3,2,4,4,2,3,5,1,1,1,3,4,4,3,4,2,3,4,2,4,4,2,4,1,1,1,3,2,2,2,4,0,0,0,0,3,1,4,4,4,3,4,3,4,38,16,16,2,5,4,3,4,2,4,2,4,4,4
1482_387_32,Sergeant,D1Post89Swanton,Lieutenant,D1 Post 89 Swanton,1475_555_32,32,1,0,13,2,3,40,3,1,5,2,4,4,2,5,4,5,4,5,2,4,2,4,1,4,2,5,5,5,5,5,5,5,2,473,5,5,3,5,5,3,3,4,4,5,4,5,4,4,4,4,5,5,2,5,5,2,3,5,5,5,4,NA,NA,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,4,2,3,3,3,4,5,5,5,2,5,1,4,4,4,2,2,3,3,3,3,375,3,3,3,5,3,4,4,4,4,4,2,5,8,4,1,5,4,4,4,8,2,1,4,5,3,5,5,1,1,1,2,5,5,2,4,2,3,4,1,5,3,2,4,3,2,2,4,1,1,1,4,0,0,0,0,4,3,4,2,4,3,4,4,1,38,17,17,2,5,2,1,2,1,4,1,5,2,2
1485_387_32,Sergeant,D1Post89Swanton,Lieutenant,D1 Post 89 Swanton,1475_555_32,32,1,0,26,1,2,51,4,4,4,4,1,1,4,5,4,4,3,4,4,4,2,4,3,4,2,4,4,4,5,4,4,4,2,474,4,2,2,3,2,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,5,5,0,0,5,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,3,3,3,3,3,5,5,4,5,4,4,4,4,2,2,4,3,3,3,4,3,345,3,4,4,5,3,4,5,5,4,5,2,5,7,4,3,5,4,5,4,5,4,2,4,5,3,3,5,1,1,1,3,4,5,4,4,1,2,4,2,4,4,3,4,1,1,2,4,4,2,2,4,0,0,0,0,4,4,3,2,4,3,4,4,3,38,15,16,2,4,4,2,2,2,4,2,4,3,3
1528_593_36,Sergeant,D2CommercialEnforcement,Lieutenant,D3 Commercial Enforcement,1753_496_52,36,1,0,28,1,2,47,3,3,4,2,3,3,3,4,3,4,3,4,3,4,2,4,2,5,1,4,4,3,4,4,4,4,2,474,2,4,2,2,2,3,3,4,3,4,4,4,3,4,4,3,3,4,3,4,3,1,2,3,4,4,1,3,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,3,3,3,4,4,4,3,1,1,5,2,2,3,4,3,3,3,4,315,3,3,4,4,3,3,3,5,4,4,3,5,8,4,2,5,4,4,4,7,2,2,4,4,3,3,4,1,1,1,3,3,3,3,3,2,3,4,3,4,3,3,3,1,1,1,3,2,2,3,3,0,0,0,0,3,2,3,2,4,3,3,4,4,38,15,16,2,5,3,3,2,2,4,2,4,3,3
