sgt_uniqueid,sgt_rank,sgt_dept,sgt_suprank,sgt_supdept,sup_uniqueid,sgt_deptid,sgt_male,sgt_white,sgt_tenure,sgt_politics,sgt_education,sgt_age,sgt_socialdominance1,sgt_socialdominance2,sgt_socialdominance3,sgt_socialdominance4,sgt_socialdominance5,sgt_socialdominance6,sgt_socialdominance7,sgt_selfevaluation1,sgt_selfevaluation2,sgt_selfevaluation3,sgt_selfevaluation4,sgt_selfevaluation5,sgt_selfevaluation6,sgt_selfevaluation7,sgt_selfevaluation8,sgt_selfevaluation9,sgt_selfevaluation10,sgt_selfevaluation11,sgt_selfevaluation12,sgt_fto_intfair1,sgt_fto_intfair2,sgt_fto_intfair3,sgt_fto_intfair4,sgt_fto_intfar5,sgt_fto_intfair6,sgt_fto_understoodneeds,sgt_ftogender,sgt_ftowhite,sgt_orgfair1,sgt_orgfair2,sgt_orgfair3,sgt_orgfair4,sgt_orgfair5,sgt_servlead1,sgt_servlead2,sgt_servlead3,sgt_servlead4,sgt_servlead5,sgt_servlead6,sgt_servlead7,sgt_psm5,sgt_occid2,sgt_psm1,sgt_occid1,sgt_occid3,sgt_psm2,sgt_occid4,sgt_psm4,sgt_psm3,sgt_supethguid1,sgt_supethguid2,sgt_supethguid3,sgt_supethguid4,sgt_supethguid5,sgt_strenuousexerciseweekly,sgt_moderateexerciseweekly,sgt_mildexerciseweekly,sgt_intfair1,sgt_intfair2,sgt_intfair3,sgt_intfair4,sgt_intfair5,sgt_intfair6,sgt_diversityclimate1,sgt_diversityclimate2,sgt_diversityclimate3,sgt_diversityclimate4,sgt_diversityclimate5,sgt_leaderintegrity1,sgt_leaderintegrity2,sgt_leaderintegrity3,sgt_leaderintegrity4,sgt_commdiversity1,sgt_commdiversity2,sgt_commdiversity3,sgt_commdiversity4,sgt_commdiversity5,sgt_monitored1,sgt_monitored2,sgt_monitored3,sgt_monitored4,sgt_monitored5,sgt_contactpressure,sgt_arrestpressure,sgt_policeasproblem,sgt_publicagree,sgt_publictruth,sgt_publichideinfo,sgt_homesafe,sgt_familyconcern,sgt_physicalharm,sgt_legalliability,sgt_verbalconfrontation,sgt_not applicable,sgt_morale_1,sgt_morale_2,sgt_morale_3,sgt_morale_4,sgt_morale_5,sgt_morale_6,sgt_proc_polic_5,sgt_empower_1,sgt_org_id_1,sgt_empower_2,sgt_comm_citizen_1,sgt_org_id_2,sgt_sgt_effective,sgt_empower_12,sgt_unit_politics_4,sgt_report_force_1,sgt_empower_3,sgt_felt_account_4,sgt_work_helps_comm_2,sgt_lt_effective,sgt_unit_politics_1,sgt_rule_bend_1,sgt_work_helps_comm_1,sgt_proc_polic_2,sgt_force_policy_2,sgt_empower_11,sgt_proc_polic_1,sgt_sgt_incivil_1,sgt_sgt_incivil_2,sgt_sgt_incivil_4,sgt_comm_citizen_3,sgt_empower_7,sgt_report_force_2,sgt_rule_bend_2,sgt_org_id_4,sgt_force_policy_1,sgt_force_policy_3,sgt_sgt_care_wellbeing,sgt_sgt_fail_to_notice,sgt_sgt_proud_mywork,sgt_lt_care_wellbeing,sgt_lt_fail_to_notice,sgt_lt_proud_mywork,sgt_lt_incivil_1,sgt_lt_incivil_2,sgt_lt_incivil_4,sgt_empower_4,sgt_rule_bend_3,sgt_proc_polic_3,sgt_rule_bend_4,sgt_comm_citizen_2,sgt_observed_excluded,sgt_observed_discrimated,sgt_you_excluded,sgt_you_discrimated,sgt_empower_9,sgt_different_myvisible_1,sgt_org_id_3,sgt_different_myvalues_2,sgt_empower_10,sgt_different_myeducation_3,sgt_proc_polic_4,sgt_career_regret,sgt_career_recommend,sgt_career_satisfaction,sgt_unit_listen,sgt_unit_reliable,sgt_burnout_1,sgt_felt_account_1,sgt_unit_politics_2,sgt_comm_citizen_4,sgt_felt_account_2,sgt_felt_account_3,sgt_woman_handle_duties,sgt_woman_not_suitable,sgt_woman_just_as_good,sgt_female_employee_preferential,sgt_minority_employee_preferential
1930_491_62,Sergeant,D3Post77Akron,Lieutenant,D3 Post 77 Akron,1924_423_62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,2,4,4,3,4,3,4,9,4,3,5,3,2,4,7,2,4,4,4,2,3,4,1,1,1,3,4,4,3,4,2,2,2,2,4,2,2,4,1,1,1,4,3,2,2,3,0,0,0,0,3,2,4,4,4,3,3,4,4,38,16,16,2,4,1,3,2,2,3,3,4,3,3
1927_491_62,Sergeant,D3Post77Akron,Lieutenant,D3 Post 77 Akron,1924_423_62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,3,3,4,4,4,2,4,9,4,3,5,3,3,3,7,2,3,5,5,3,3,4,1,1,1,3,5,3,4,5,3,3,5,2,3,2,3,3,3,2,4,4,5,5,3,3,0,0,0,0,3,2,5,2,5,3,4,4,4,38,16,15,2,4,2,3,3,2,3,3,4,4,4
1950_513_63,Sergeant,D3Post85Wooster,Lieutenant,D3 Post 85 Wooster,1943_423_63,63,1,0,17,1,2,37,3,3,4,4,2,2,5,5,4,3,4,5,3,2,1,4,4,2,4,4,3,4,4,5,5,4,2,473,2,1,4,3,3,4,4,5,3,4,3,4,2,3,5,4,4,4,3,4,4,4,5,5,5,5,3,3,3,3,4,4,4,4,3,2,4,3,1,1,4,4,4,4,2,3,2,2,3,4,5,4,5,5,5,5,4,3,3,3,5,5,5,5,5,341,2,2,3,3,2,5,4,5,3,4,5,5,9,4,4,5,4,5,5,5,2,2,4,4,3,4,4,1,1,1,5,5,5,3,3,3,4,4,2,4,1,5,1,1,3,3,4,3,2,2,4,0,0,1,1,4,4,4,3,4,4,4,1,1,37,16,16,5,5,2,4,5,2,2,3,4,1,1
1948_513_63,Sergeant,D3Post85Wooster,Lieutenant,D3 Post 85 Wooster,1943_423_63,63,1,1,27,1,2,50,3,3,4,5,4,3,4,4,2,4,3,4,4,4,2,3,2,4,2,5,5,5,5,5,5,5,2,473,3,3,3,3,3,5,5,5,5,5,5,5,4,4,4,3,4,5,3,4,3,3,5,5,5,5,0,0,0,5,5,5,5,5,5,4,2,4,4,4,5,5,5,5,4,2,4,4,3,5,5,5,5,5,3,3,3,3,4,2,3,3,3,2,3,361,3,3,3,4,2,4,4,5,4,4,2,3,8,4,3,4,4,4,3,8,2,2,4,4,2,4,4,1,1,1,2,3,4,4,4,4,2,5,1,4,4,1,4,1,1,1,4,3,2,2,4,0,0,0,0,3,1,3,4,5,3,4,2,2,37,17,17,3,5,2,2,3,2,4,2,4,4,4
1949_513_63,Sergeant,D3Post85Wooster,Lieutenant,D3 Post 85 Wooster,1943_423_63,63,1,1,16,1,3,36,3,2,4,4,4,3,4,4,4,4,3,4,2,4,2,4,2,4,2,4,4,4,4,4,4,4,2,473,2,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,NA,1,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,2,3,4,3,4,4,3,4,3,3,3,4,3,3,3,2,2,3,3,3,327,2,2,3,3,3,4,3,4,4,4,3,4,7,4,4,4,4,4,3,8,4,2,4,4,2,4,4,1,1,2,2,4,4,3,3,2,2,4,2,3,4,2,3,1,1,2,4,2,2,2,4,0,0,0,0,4,2,4,2,4,2,4,4,4,38,16,15,2,4,4,3,3,3,3,3,4,3,3
1989_516_66,Sergeant,D4CommercialEnforcement,Lieutenant,D4 Commercial Enforcement,1984_496_66,66,1,1,22,1,1,41,2,2,4,4,4,4,3,4,2,4,2,4,4,4,2,3,2,4,2,4,2,2,4,2,2,2,2,473,2,2,2,4,2,2,4,2,2,2,2,4,4,4,4,3,3,4,3,4,4,2,3,3,3,3,NA,6,NA,2,3,2,3,2,3,4,2,4,4,4,2,2,2,2,4,2,4,4,4,3,3,3,3,3,5,5,4,2,3,3,2,3,2,4,4,283,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,4,4,2,3,3,3,2,4,4,3,4,2,4,2,2,3,3,3,3,3,3,1,1,2,3,2,2,2,4,0,0,0,0,3,2,4,2,4,3,4,5,4,38,16,16,2,4,2,2,4,4,4,2,4,3,3
1994_582_67,Sergeant,D4CriminalPatrol,Lieutenant,D4 Criminal Patrol,1996_439_67,67,1,1,17,1,2,44,2,2,5,3,2,2,4,4,2,4,2,5,3,4,1,5,2,5,1,3,3,3,4,4,4,4,2,473,2,2,3,4,4,4,4,4,4,4,4,4,3,5,5,5,4,5,4,5,4,2,2,4,4,4,5,3,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,1,3,3,3,4,4,4,4,4,5,5,4,3,4,2,2,3,5,5,3,348,5,5,5,5,5,5,5,5,5,5,5,2,8,5,3,5,4,5,5,8,1,1,5,5,2,5,5,1,1,1,4,5,4,2,5,2,3,4,2,4,4,2,4,1,1,1,5,2,1,2,5,0,0,0,0,4,3,5,4,5,2,5,5,5,38,16,16,1,5,2,5,3,1,5,1,5,3,3
2027_332_71,Sergeant,D4Post15Lisbon,Lieutenant,D4 Post 15 Lisbon,2017_432_71,71,1,1,8,1,4,30,4,2,4,4,5,5,1,5,1,4,2,5,2,5,1,5,2,4,1,5,4,4,5,5,5,5,2,473,2,1,3,5,2,5,4,5,4,3,3,5,3,4,3,3,5,5,5,5,5,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,2,5,1,5,1,2,3,2,4,5,386,3,3,3,4,4,3,4,5,2,4,5,5,8,5,4,4,4,2,4,5,3,1,4,5,4,4,5,1,1,1,4,4,5,4,4,4,5,4,2,4,3,3,3,1,1,1,3,4,2,2,4,0,0,0,0,4,2,4,2,4,3,4,2,3,37,16,15,1,5,2,3,4,2,1,4,3,5,5
2019_332_71,Sergeant,D4Post15Lisbon,Lieutenant,D4 Post 15 Lisbon,2017_432_71,71,1,1,26,1,4,49,3,2,5,2,2,4,2,4,2,4,2,3,3,4,3,3,2,4,2,2,2,2,2,2,1,2,2,473,1,1,3,3,1,3,3,2,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,0,2,1,3,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,2,3,3,3,4,4,3,2,2,5,5,4,4,3,3,2,2,3,2,3,278,4,3,3,4,3,2,4,5,4,4,4,4,8,4,2,4,4,3,4,5,2,2,4,4,2,4,4,2,1,1,4,3,4,3,4,3,3,3,3,3,1,3,1,1,1,1,4,3,3,2,3,0,0,0,0,3,2,4,3,4,2,3,4,3,38,15,15,2,4,3,4,3,4,3,3,3,3,3
2032_546_72,Sergeant,D4Post28Chardon,Lieutenant,D4 Post 28 Chardon,2047_490_72,72,1,1,22,1,4,51,3,4,2,2,5,5,1,4,1,4,1,4,4,4,1,5,1,5,2,4,3,4,5,5,5,4,2,473,2,2,2,4,2,3,3,3,3,4,3,4,3,2,4,4,4,4,4,3,4,2,2,3,3,3,3,0,3,3,4,4,4,4,4,5,1,4,4,4,4,4,4,4,4,2,3,4,4,3,3,3,2,2,5,5,5,3,4,4,2,4,2,4,4,319,3,3,4,4,4,3,5,5,4,5,1,5,7,5,3,5,4,4,4,8,3,4,4,2,3,4,4,1,1,1,3,4,5,4,4,4,3,4,1,4,4,1,4,1,1,1,3,3,1,3,4,0,0,0,0,5,3,3,4,4,3,4,5,5,38,15,16,1,4,3,2,2,3,4,2,4,4,4
2044_546_72,Sergeant,D4Post28Chardon,Lieutenant,D4 Post 28 Chardon,2047_490_72,72,1,1,5,1,4,37,3,2,4,4,4,4,2,4,2,4,2,4,4,4,2,4,2,4,2,5,4,4,4,4,4,4,2,473,2,2,2,2,4,2,2,2,2,2,2,4,4,3,4,4,4,4,2,2,4,1,1,4,4,4,2,2,2,2,1,2,2,2,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,5,3,2,3,2,5,4,2,4,5,311,2,3,3,4,2,3,4,4,2,4,4,4,3,4,4,4,3,5,4,7,4,2,4,4,2,4,4,3,3,4,3,4,4,2,4,3,2,3,4,3,4,3,3,1,1,3,4,2,1,2,4,0,0,0,0,4,2,4,4,4,4,4,4,4,38,16,15,3,4,4,2,4,4,4,2,4,4,4
2039_546_72,Sergeant,D4Post28Chardon,Lieutenant,D4 Post 28 Chardon,2047_490_72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3,4,5,4,4,4,4,1,3,3,5,3,5,4,8,4,2,4,4,2,5,5,3,3,5,3,4,5,3,5,4,3,2,4,3,5,1,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063_444_73,Sergeant,D4Post4Ashtabula,Lieutenant,D4 Post 4 Ashtabula,2062_432_73,73,1,1,15,2,4,37,4,4,4,2,4,4,3,3,3,4,2,5,4,4,1,4,4,4,2,4,5,5,5,5,5,5,2,473,2,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,3,3,3,3,4,4,4,4,4,4,5,1,5,3,3,4,4,4,4,4,2,4,4,4,3,4,3,3,2,5,5,4,2,3,3,3,5,2,4,4,345,3,3,3,3,3,3,5,5,5,5,5,5,8,4,3,5,4,4,4,4,3,2,4,4,2,4,5,1,1,2,4,4,4,2,4,2,2,5,1,5,3,3,3,2,1,3,4,3,1,3,4,0,0,0,0,4,3,4,3,4,4,4,3,5,38,16,16,3,4,3,4,2,2,3,3,3,5,5
2072_444_73,Sergeant,D4Post4Ashtabula,Lieutenant,D4 Post 4 Ashtabula,2062_432_73,73,1,1,15,1,2,40,3,2,4,4,3,3,2,4,4,4,4,4,4,4,2,4,2,4,2,4,2,3,3,3,2,2,2,473,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,0,0,5,4,4,4,4,4,4,5,2,5,4,4,4,4,4,4,4,2,5,3,3,4,4,4,4,4,4,4,4,2,3,3,2,4,2,5,3,328,2,2,2,3,2,3,4,4,2,NA,2,4,7,4,2,4,3,4,3,2,4,2,3,4,2,3,4,1,1,1,2,4,3,3,4,2,2,4,2,4,2,4,2,2,1,3,2,3,2,3,4,0,0,0,0,2,2,3,4,4,3,4,2,1,36,17,16,3,4,3,2,4,5,4,3,4,4,4
2057_444_73,Sergeant,D4Post4Ashtabula,Lieutenant,D4 Post 4 Ashtabula,2062_432_73,73,1,1,13,4,4,37,4,2,3,3,3,4,2,5,1,5,1,5,3,5,1,5,1,5,1,3,3,3,5,5,4,4,2,NA,2,2,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,3,5,5,3,5,5,5,5,2,4,7,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,4,2,3,3,5,5,5,1,5,392,3,3,4,4,2,4,4,5,NA,5,4,5,8,5,2,5,3,5,3,NA,3,1,NA,5,1,4,5,1,1,1,3,4,3,3,3,1,1,5,1,5,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2,NA,5,NA,5,3,3,NA,16,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2054_444_73,Sergeant,D4Post4Ashtabula,Lieutenant,D4 Post 4 Ashtabula,2062_432_73,73,1,1,15,1,4,37,2,1,5,2,1,2,3,4,4,4,2,4,4,4,2,4,3,4,3,4,3,4,4,4,4,4,2,473,5,3,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,3,3,5,5,5,0,0,0,4,5,5,5,4,5,5,1,4,4,4,4,5,5,5,4,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,3,357,3,3,3,4,3,5,4,4,4,4,4,4,8,4,3,4,4,4,4,8,2,2,4,4,2,4,4,1,1,1,4,4,4,2,4,2,3,5,1,4,4,2,4,1,1,1,4,2,2,2,4,0,0,0,0,4,2,2,2,4,2,4,3,3,38,16,16,3,4,2,3,4,2,3,2,5,3,3
2076_334_74,Sergeant,D4Post50Canfield,Lieutenant,D4 Post 50 Canfield,2079_432_74,74,1,1,15,1,2,40,2,2,4,4,4,2,2,4,3,4,2,4,4,4,2,4,2,4,2,4,4,4,4,4,4,4,2,473,5,4,1,2,1,4,4,4,3,4,4,4,2,4,3,2,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,4,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,5,5,3,3,4,2,4,3,2,4,4,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2075_334_74,Sergeant,D4Post50Canfield,Lieutenant,D4 Post 50 Canfield,2079_432_74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,5,3,2,5,5,5,5,3,5,5,5,2,5,4,2,5,5,2,2,5,5,1,4,5,1,1,1,3,4,5,1,4,1,3,4,2,4,4,2,4,1,1,1,4,1,1,1,5,0,0,0,0,4,2,4,2,5,3,5,3,5,38,16,16,2,5,1,3,3,1,4,4,4,2,2
2108_406_75,Sergeant,D4Post67Ravenna,Lieutenant,D4 Post 67 Ravenna,2101_490_75,75,1,1,15,2,2,38,3,3,4,5,2,3,4,4,3,4,3,4,2,4,3,4,3,4,2,4,3,4,4,4,4,4,2,473,2,2,2,3,2,3,3,2,2,3,3,5,3,5,5,4,5,5,5,4,4,3,3,5,5,5,3,4,1,2,4,3,4,3,4,5,1,5,3,4,4,4,4,4,4,3,4,3,3,3,5,4,5,5,4,4,4,2,3,2,4,5,3,5,4,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2100_406_75,Sergeant,D4Post67Ravenna,Lieutenant,D4 Post 67 Ravenna,2101_490_75,75,1,1,15,1,2,38,2,1,1,5,2,4,3,4,4,4,2,4,3,4,2,4,2,4,2,3,3,3,4,4,4,4,2,473,1,2,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,3,2,2,4,4,4,0,0,3,3,3,4,4,4,4,5,1,5,5,4,4,4,4,4,4,2,4,5,4,3,3,3,4,4,5,5,4,3,3,3,2,2,3,3,4,319,3,4,4,4,3,2,4,4,4,4,4,4,7,4,3,4,4,3,4,7,3,4,4,5,2,4,4,1,1,2,4,NA,3,3,3,3,2,4,2,4,4,3,3,1,1,1,4,3,1,3,4,0,0,0,0,3,2,4,2,4,2,4,5,4,39,15,16,2,4,2,3,4,4,2,3,4,5,5
2109_406_75,Sergeant,D4Post67Ravenna,Lieutenant,D4 Post 67 Ravenna,2101_490_75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,3,3,4,5,4,4,2,4,8,4,3,4,4,4,3,7,2,2,4,5,2,4,4,1,1,1,3,4,4,3,4,2,2,4,2,4,4,2,4,1,1,1,4,3,2,2,4,0,0,0,0,2,1,4,2,4,4,4,4,4,39,16,16,2,4,2,2,2,2,2,2,4,3,3
2131_595_76,Sergeant,D4Post78Warren,Lieutenant,D4 Post 78 Warren,2136_432_76,76,1,1,10,1,4,34,4,3,2,3,4,4,1,4,2,4,3,4,2,4,3,4,2,4,2,4,4,4,5,5,5,5,2,473,2,2,3,4,4,4,3,4,4,4,4,5,3,5,4,5,4,4,4,3,4,2,2,3,3,4,3,1,1,4,4,4,4,4,4,5,1,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,3,3,3,4,3,4,2,2,3,2,3,2,332,4,4,4,4,4,3,5,5,4,5,4,5,7,4,3,4,3,4,5,7,4,3,4,5,2,4,5,2,1,1,3,4,5,2,5,3,3,2,1,4,2,1,3,1,1,1,4,2,1,1,3,0,0,0,0,3,1,4,2,5,2,4,5,5,39,16,16,2,4,2,4,3,2,5,1,5,3,3
2120_595_76,Sergeant,D4Post78Warren,Lieutenant,D4 Post 78 Warren,2136_432_76,76,1,1,19,1,4,42,3,2,4,3,3,3,2,4,2,4,2,4,2,4,1,3,4,4,2,4,4,4,4,4,4,4,2,473,2,2,1,2,2,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,4,3,1,3,4,4,4,4,4,4,4,1,4,4,3,5,5,5,5,4,2,4,4,3,3,5,4,4,4,5,4,4,2,4,3,2,3,2,3,4,329,2,4,2,3,2,4,4,5,4,4,4,4,7,4,3,5,4,4,4,2,3,2,4,4,2,3,4,3,4,2,3,4,4,2,3,2,3,4,2,4,2,4,3,3,3,2,3,2,2,2,4,0,0,0,0,4,3,4,2,4,3,3,2,2,36,17,17,3,4,3,3,2,5,2,3,4,5,5
2137_595_76,Sergeant,D4Post78Warren,Lieutenant,D4 Post 78 Warren,2136_432_76,76,1,1,27,1,2,51,2,1,5,5,5,4,4,4,2,5,3,5,4,5,1,5,4,5,3,3,2,3,5,5,5,5,2,473,1,1,1,3,1,5,4,5,4,5,5,5,4,5,5,4,5,5,4,4,5,4,4,5,4,5,5,0,3,4,5,5,5,5,5,5,1,4,3,3,5,5,5,5,3,4,1,1,1,5,5,5,5,5,5,5,4,2,2,2,2,4,2,5,3,364,3,3,3,5,4,2,4,5,5,5,4,4,9,5,4,5,3,4,5,7,2,1,5,4,1,5,4,1,1,1,4,5,5,3,5,1,1,5,1,5,3,3,3,1,1,1,5,1,1,1,5,0,0,0,0,4,4,3,4,5,3,5,5,4,38,17,17,2,5,3,4,1,3,2,4,2,4,4
2130_595_76,Sergeant,D4Post78Warren,Lieutenant,D4 Post 78 Warren,2136_432_76,76,1,1,21,1,2,40,2,2,4,3,2,2,2,4,2,4,2,4,2,4,2,5,2,4,1,5,2,3,5,4,4,4,2,473,2,2,4,4,2,3,3,3,4,5,3,4,3,4,5,4,5,4,3,5,5,2,2,3,4,4,5,3,1,4,4,4,4,4,4,4,1,4,4,3,5,5,5,5,5,1,4,4,3,3,4,3,4,4,4,4,4,2,2,4,4,4,5,3,4,333,4,4,4,4,3,5,3,4,5,5,3,3,4,4,3,3,3,4,5,2,3,3,5,3,3,4,4,1,1,1,3,4,3,3,4,2,3,3,2,3,5,5,1,2,1,4,4,2,1,1,4,0,0,0,0,2,2,2,2,5,2,4,4,3,38,16,NA,2,5,3,4,3,2,3,2,3,4,4
2142_548_77,Sergeant,D4Post91Hiram,Lieutenant,D4 Post 91 Hiram,2154_490_77,77,1,1,15,2,4,40,3,3,4,2,2,2,3,3,2,4,2,4,4,4,2,4,2,5,4,3,2,3,4,4,4,4,2,473,2,2,2,3,2,3,3,3,4,4,3,4,3,4,4,3,4,4,4,3,4,3,3,3,3,4,1,2,2,3,4,4,4,4,4,5,2,4,4,3,4,4,4,4,3,3,3,2,2,3,3,3,4,3,3,2,4,3,3,2,4,4,2,5,3,310,3,3,3,4,3,2,4,5,4,4,4,3,7,4,3,4,4,4,3,7,4,3,4,4,3,3,4,1,1,1,3,4,4,3,4,2,3,4,2,4,4,3,3,1,1,1,3,3,2,2,3,0,0,0,0,2,3,4,4,4,4,4,4,4,38,13,15,2,4,5,4,2,2,2,2,4,4,4
2146_548_77,Sergeant,D4Post91Hiram,Lieutenant,D4 Post 91 Hiram,2154_490_77,77,1,0,15,2,4,47,2,2,5,4,1,1,5,5,1,4,1,5,2,5,1,5,3,5,1,5,5,5,5,5,5,5,2,474,1,1,5,5,3,3,3,4,3,4,3,5,2,4,5,5,3,5,3,4,2,2,4,4,5,4,2,1,2,5,5,5,5,5,5,3,2,4,4,1,5,5,5,5,3,1,3,3,3,4,2,4,5,4,2,1,4,3,3,2,2,3,2,2,2,338,4,3,4,5,4,4,5,5,4,5,3,3,6,5,3,5,3,4,4,5,4,2,4,5,3,3,5,1,1,1,3,4,5,3,4,2,1,4,2,4,3,2,4,2,1,2,5,3,1,2,3,0,0,0,1,4,4,3,3,5,3,5,5,5,38,17,16,1,5,3,2,4,3,5,1,5,2,2
